image,curve_length,chord_length,sd_theta,num_inflection_pts,num_critical_points,curvature,VTI,distance_tort,mat_curve_length,mat_chord_length,mat_sd_theta,mat_num_inflection_pts,mat_num_critical_points,mat_curvature,mat_VTI,mat_distance_tort,rank
Arteria-102_skel.png,107261.21895297829,428.44136121527765,0.08099641422441593,240,1,0.06323356527930839,1583.605144061609,250.35215705769141,895.5269562464921,874.6913741429031,0.09574155022336651,11,4,0.0020379355911072407,0.39368977846193143,1.0238204956851271,2
Arteria-10_skel.png,77454.29034383957,484.85049242008614,0.08802259451851002,204,1,0.035530008457365536,541.7911089119912,159.7488123756123,1039.2281217570098,894.6066174581988,0.20289441784710247,7,6,0.00575214770626213,1.4910351559281863,1.1616593276603708,26
Arteria-110_skel.png,88302.56045704897,595.0210080324896,0.287424455546018,200,2,0.050729902543925065,13601.415725998202,148.40242489762215,990.3400190105348,898.0,0.12435069740354526,16,5,0.004164855678060804,0.693349239819265,1.1028285289649609,8
Arteria-11_skel.png,82775.24201189204,401.00124688085447,0.09416589921853674,178,1,0.014017072765497648,437.298109145785,206.4214080523451,1098.8530162631334,913.0,0.22330639497762433,10,7,0.007361888911283534,2.0245641066017575,1.2035629970023367,24
Arteria-127_skel.png,22698.358307328403,208.08652046684813,0.11016152394398293,128,1,0.05973685773464804,632.3638030283631,109.08134874091786,943.308798865675,885.068358941839,0.11634976591605514,10,2,0.0032909555543174296,0.2500824778546938,1.0658033239302176,15
Arteria-144_skel.png,66905.7901709402,277.71388153997634,0.08827265412129696,219,1,0.04286656521505212,1100.6986737576174,240.9162617292836,958.0084241182016,882.2998356567907,0.12100112847052477,13,6,0.0047394466286307755,0.7960529310714772,1.0858082313990831,7
Arteria-14_skel.png,121554.54508547601,282.81619472724685,0.07488781927426205,286,1,0.0383420037708835,2881.6578216409675,429.8005112568092,1113.2954119360804,891.5391186033286,0.2365526924597835,7,6,0.005145341892980638,2.0242055697847277,1.2487342268056076,29
Arteria-155_skel.png,61070.324688472014,456.3726547460967,0.10232181967901031,152,1,0.04033825736408561,1085.9017317573605,133.81679216176644,943.2971322771036,901.0355153932613,0.10369711933330114,19,9,0.005578803399810839,0.9830369212213583,1.0469033863392132,10
Arteria-15_skel.png,130631.81239188317,440.12384620695116,0.06478320854992795,380,1,0.013307623030831595,357.43689891616174,296.8069408592295,1167.4567641447288,906.1241636773627,0.23179419091395626,12,9,0.005651625782677517,2.997890172757875,1.288407053848767,28
Arteria-169_skel.png,92125.48003994234,314.391475711413,0.07564153716487869,282,1,0.03440267784618026,1458.4049809632893,293.02791951174396,893.6433238525535,799.1226439039255,0.14964237865743255,5,3,0.0019675940340476263,0.5183020826224425,1.1182805676571366,14
Arteria-179_skel.png,57073.57629465529,200.4120754844877,0.09156203723092156,188,1,0.02124495866657422,731.1995662089399,284.781124873251,1087.8814933311967,908.0049559336117,0.19341334012396746,17,9,0.008566741783118514,2.227036910014322,1.1981008321839342,22
Arteria-182_skel.png,77979.87259899729,396.6787113017284,0.07711651868874132,270,1,0.0469221128809316,659.3728200438775,196.5819449778411,1106.0420063921658,900.0449988750562,0.19517653179089323,9,6,0.005674105985830642,1.5737233493549114,1.2288741204879536,27
Arteria-186_skel.png,45602.070515662155,347.3110997362451,0.11715351223268831,168,1,0.04833147117326685,1231.227427654846,131.30035449570505,939.4341911259679,891.0202017911828,0.11379179046726083,7,1,0.0017020983065060434,0.12171803684611007,1.0543354564099225,6
Arteria-1_skel.png,35771.45588711192,390.80046059338264,0.2839432269683196,190,16,0.07109270163139768,31543.983067379188,91.5338119939709,1013.0902497424058,903.2590990408013,0.18546354335687926,7,3,0.0028041401766910248,0.6411802392305929,1.121594292067733,12
Arteria-205_skel.png,104992.0120931897,448.89642457921184,0.17902481473127943,218,1,0.05279907743384524,7750.03110478474,233.88916984938672,1036.6882122497923,886.2984824538514,0.18670337034807052,7,3,0.004150762673265721,0.6925137187211801,1.1696829372646156,20
Arteria-209_skel.png,28290.19155413175,122.65398485169571,0.124248235768817,100,1,0.02491881450297419,2640.5781458297656,230.65040722760207,911.3771274963475,867.0467115444243,0.12028606699662657,4,3,0.0020882601460361716,0.3916859731826303,1.0511280596093373,3
Arteria-222_skel.png,37980.302470223534,188.50994668717087,0.11801209411551199,112,1,0.04115179715124589,3210.6748471082947,201.47638433769873,935.7384133543217,887.1628937235822,0.15070853488794878,12,5,0.0035166540082058437,0.8017407411746283,1.0547537774341071,11
Arteria-230_skel.png,19011.22946178991,180.93645293306707,0.12070348936547143,106,1,0.031894218160965236,427.07402557489394,105.07130627139375,921.26719824482,882.2046247895099,0.09907896143251754,6,5,0.0015586514764182602,0.5198173813277895,1.044278359416479,5
Arteria-238_skel.png,26014.061114617813,257.0933682536366,0.1733177926215428,128,1,0.07585302026521286,1844.9054472632429,101.18526701534178,930.1261722211955,885.0203387493419,0.09425296926722135,4,1,0.0009575520320513193,0.10053059931657707,1.0509658721918125,1
Arteria-242_skel.png,77324.73874810347,644.8015198493255,0.2062793517171827,211,1,0.038509868111780636,2367.758010484203,119.92021787754531,973.3401573586142,878.0051252697788,0.15233210502697558,7,3,0.002716551970936489,0.5212038413053021,1.1085814072663214,16
Arteria-243_skel.png,54733.359644577016,534.8691428751522,0.21912299007478983,170,1,0.03147099563988494,904.8975039390888,102.3303743984213,923.3568589661434,807.4899380178059,0.1520623839047654,16,5,0.006864301066530862,0.8902971130954587,1.1434902349777423,21
Arteria-248_skel.png,19241.400207212206,596.3128373597201,0.2645875271811598,230,2,0.21878880543836055,227.16466127826234,32.26729159883072,923.3568589661434,807.4899380178059,0.1520623839047654,16,5,0.006864301066530862,0.8902971130954587,1.1434902349777423,0
Arteria-251_skel.png,27420.934847613258,275.9601420495358,0.13892077724158208,154,1,0.03619649157319215,471.36073095871626,99.36556288150882,999.4611988560816,886.2037011883893,0.20650277307757225,9,3,0.0026212314786809962,0.7162430051376735,1.1278007500034306,13
Arteria-26_skel.png,29846.931307218638,346.8328127498896,0.12142061998764778,158,1,0.05901294151911908,452.5855590825241,86.05567354073288,970.3432796429677,881.0022701446347,0.13403882211890486,9,5,0.003934924000824455,0.7596721437659836,1.1014083760347924,19
Arteria-32_skel.png,50187.80211399856,480.28845499345493,0.17896435934414406,176,2,0.08599889438621783,3946.101481996635,104.49512494461788,944.7515645517738,883.8608487765481,0.14933061587827304,22,6,0.00569066310439492,0.9674143123345653,1.068891744508778,17
Arteria-35_skel.png,43995.44695874704,333.42165496560057,0.09011191600792415,194,1,0.036104551501627634,553.1082030782642,131.9513783928824,883.7921197888005,837.0167262366983,0.12370482902999194,12,11,0.005381824837687564,1.4765379766564413,1.0558834633596972,18
Arteria-48_skel.png,27108.1116579755,132.9661611087573,0.1456790607985018,72,1,0.013647713364442676,1876.007779070231,203.87225916677332,974.4287475250393,897.0,0.13528842812596026,15,10,0.006038951203573923,1.5296436100756376,1.086319673940958,23
Arteria-56_skel.png,27720.183537048702,309.1472141229806,0.1321683666438086,86,1,0.020130406291785623,442.86843892408734,89.66661276792696,903.8533129270809,891.0005611670512,0.07466827222464438,9,5,0.002050474170830095,0.3792733872644978,1.0144250770652656,4
Arteria-73_skel.png,20892.07007816535,163.1686244349691,0.15390408438936876,64,1,0.030612500930212238,1648.463847155395,128.03975121143398,867.8978378471144,835.3167064054209,0.09943638279466288,13,5,0.003415907648970069,0.5201387064543797,1.039004525100304,9
